stations	DIST	bathy	S8	S2	Ssummer	Swinter	T8	T2	Tsummer	Twinter	DO	N	P	S	SeaIce1	SeaIce2	SeaIce3	SeaIce4	SeaIce5	SeaIce6	SeaIce7	SeaIce8	SeaIce9	SeaIce10	SeaIce11	SeaIce12	SeaIceC	SeaIcemonths	ProdJanC	ProdFevC	ProdMarC	ProdAprC	ProdMayC	ProdJunC	ProdJulC	ProdAugC	ProdSepC	ProdOctC	ProdNovC	ProdDecC	ProdWC	ProdSprC	ProdSumC	ProdfallC	PPA0207	gCYC0217
1042	0.131547839663	563	37.58	36.95	37.49	37.0885009765625	25.224100112915	14.54	24.09	14.56	5.32737493515014	0.610893666744232	0.122312903404236	2.44143557548522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	739	785	677	605	496	380	323	335	383	456	575	723.666666666667	592.666666666667	346	471.333333333333	153.75	194.697083333333
1043	0.229256543216	1192	37.62	36.95	37.51	37.0885009765625	25.224100112915	14.53	24.09	14.56	5.32737493515014	0.610893666744232	0.122312903404236	2.44143557548522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	749	798	672	595	490	376	323	337	384	446	550	730	585.666666666667	345.333333333333	460	153.75	193.54125
1044	0.766479311328	2583	37.84	37.01	37.71	37.2759017944335	25.1982994079589	14.46	24.28	14.58	5.27268886566162	0.716096580028533	0.120273567736149	2.79025721549987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	703	805	661	568	482	384	322	344	381	413	505	710.333333333333	570.333333333333	350	433	153.95	188.309583333333
1045	0.312586437561	177	37.32	37.19	37.31	37.1500015258789	25.4529991149902	14.67	24.61	14.73	5.32615613937377	0.430200099945068	0.104750759899616	1.69534838199615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664	718	730	677	611	520	401	332	351	400	513	570	704	602.666666666667	361.333333333333	494.333333333333	144.66	197.312916666667
1046	0.217064307476	2078	36.88	37.61	36.93	37.3254013061523	25.2183990478515	14.44	24.07	14.6	5.35891532897949	0.629923582077026	0.133256867527962	1.02191162109375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652	743	790	751	640	556	444	386	405	486	593	654	728.333333333333	649	411.666666666667	577.666666666667	207.66	215.958333333333
1047	0.110886088694	223	36.93	37.76	36.98	37.3520011901855	25.1515007019042	14.48	24.05	14.6	5.35891532897949	0.629923582077026	0.133256867527962	1.02191162109375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	721	856	805	677	577	481	389	401	486	609	673	753.333333333333	686.333333333333	423.666666666667	589.333333333333	174.61	223.805833333333
1048	0.107351053634	102	37.58	36.96	37.48	37.0885009765625	25.224100112915	14.58	24.06	14.59	5.32737493515014	0.610893666744232	0.122312903404236	2.44143557548522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	737	786	689	611	501	386	329	336	388	459	555	725.666666666667	600.333333333333	350.333333333333	467.333333333333	153.75	195.609583333333
1049	0.263452790406	1451	37.65	36.94	37.52	37.0699005126953	25.2782001495361	14.5	24.1	14.57	5.32737493515014	0.610893666744232	0.122312903404236	2.44143557548522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	727	788	676	594	489	377	322	334	383	441	544	720.666666666667	586.333333333333	344.333333333333	456	153.75	192.294166666667
1050	1.26910783893	674	37.62	37.67	37.58	37.7309989929199	25.6923007965087	14.04	24.31	14.22	5.34964036941528	0.406291872262955	0.11888662725687	1.96939885616302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	617	653	594	540	449	348	317	342	382	386	384	581.666666666667	527.666666666667	335.666666666667	384	136.78	166.89625
1051	1.22537081234	1180	37.65	37.68	37.6	37.7537994384765	25.6389007568359	14.03	24.32	14.2	5.34964036941528	0.406291872262955	0.11888662725687	1.96939885616302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	600	617	586	537	446	346	317	345	383	386	387	560.666666666667	523	336	385.333333333333	136.78	164.70625
1052	0.586693980954	1817	38.02	37.38	37.78	37.5803985595703	25.1523990631103	14.07	23.91	14.23	5.3139100074768	0.529605686664581	0.11877953261137	2.7509958744049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	587	667	617	566	476	380	331	361	391	399	390	571.333333333333	553	357.333333333333	393.333333333333	153.75	171.09375
1053	0.334264262267	1876	37.68	36.95	37.54	37.1904983520507	25.2180995941162	14.49	24.12	14.57	5.32737493515014	0.610893666744232	0.122312903404236	2.44143557548522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	720	778	668	586	488	378	321	339	386	429	545	710.666666666667	580.666666666667	346	453.333333333333	153.75	190.773333333333
1054	0.526587140034	1391	38.03	37.71	37.98	37.7835998535156	25.2532005310058	14.02	23.99	14.2	5.3139100074768	0.529605686664581	0.11877953261137	2.7509958744049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	557	658	620	573	478	381	331	355	389	394	394	558	557	355.666666666667	392.333333333333	137.88	169.99875
1055	0.11023210457	223	36.93	37.76	36.98	37.3520011901855	25.1515007019042	14.48	24.05	14.6	5.35891532897949	0.629923582077026	0.133256867527962	1.02191162109375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	721	856	805	677	577	481	389	401	486	609	673	753.333333333333	686.333333333333	423.666666666667	589.333333333333	174.61	223.805833333333
1056	0.85732614812	810	37.43	37.54	37.47	37.5839004516601	25.6508998870849	14.08	24.37	14.36	5.34888315200805	0.331869632005692	0.119889281690121	1.74993407726287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	661	723	630	549	463	360	319	340	382	393	436	647.666666666667	547.333333333333	339.666666666667	403.666666666667	152.44	176.872916666667
1057	1.24955301097	809	37.65	37.67	37.59	37.7309989929199	25.6923007965087	14.03	24.3	14.21	5.34964036941528	0.406291872262955	0.11888662725687	1.96939885616302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	617	653	594	540	449	348	317	342	382	386	384	581.666666666667	527.666666666667	335.666666666667	384	136.78	166.89625
1058	0.174406062238	1774	36.88	37.76	36.94	37.3254013061523	25.2183990478515	14.45	24.09	14.59	5.35891532897949	0.629923582077026	0.133256867527962	1.02191162109375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659	720	798	757	652	564	450	386	402	481	611	657	725.666666666667	657.666666666667	412.666666666667	583	207.66	217.08375
1059	0.476052376619	2562	36.87	37.43	36.9	37.2733993530273	25.2098999023437	14.53	23.97	14.7	5.35891532897949	0.629923582077026	0.133256867527962	1.02191162109375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684	752	778	732	642	545	457	395	408	470	572	667	738	639.666666666667	420	569.666666666667	207.66	216.019166666667
1060	0.641121122615	2076	37.81	37.16	37.72	37.3727989196777	25.1441001892089	14.25	23.89	14.38	5.27268886566162	0.716096580028533	0.120273567736149	2.79025721549987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	678	741	639	560	469	375	335	353	393	392	419	650	556	354.333333333333	401.333333333333	153.75	179.002083333333
1061	0.158450061708	1568	36.88	37.76	36.95	37.3254013061523	25.2183990478515	14.44	24.11	14.59	5.35891532897949	0.629923582077026	0.133256867527962	1.02191162109375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659	720	798	757	652	564	450	386	402	481	611	657	725.666666666667	657.666666666667	412.666666666667	583	207.66	217.08375
1062	0.681744975057	1269	37.96	37.62	37.62	37.7804985046386	25.6175003051757	13.26	24.24	13.63	5.45419645309448	0.757597267627716	0.145802065730095	1.01265001296997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	701	981	811	720	601	430	363	372	438	465	480	741.666666666667	710.666666666667	388.333333333333	461	176.07	210.027083333333
1063	1.11388628987	2707	37.47	37.24	37.3	37.3698997497558	25.5771007537841	14.51	24.24	14.63	5.30852365493774	0.853728473186492	0.15203620493412	0.781160533428192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	707	718	620	578	517	430	363	368	462	516	619	690.666666666667	571.666666666667	387	532.333333333333	157.96	199.077083333333
1064	0.346113184123	1000	36.51	36.61	36.53	36.7662010192871	23.4144992828369	15.19	21.59	15.44	5.38779020309448	0.721068799495697	0.137766018509865	1.87917745113372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	809	1003	1222	1248	1229	959	819	699	727	682	864	771	1011.33333333333	1145.33333333333	748.333333333333	772.333333333333	229.27	335.556666666667
1066	0.00675271381236	84	37.13	37.27	37.16	37.6352005004882	26.3677005767822	13.92	24.99	14.21	5.36821222305297	0.901995718479156	0.115247003734112	1.1405416727066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	568	662	587	562	492	382	316	326	370	422	463	581.333333333333	547	341.333333333333	418.333333333333	150.84	172.28
1067	0.269050862947	957	37.39	37.54	37.4	37.5253982543945	26.2247009277343	14.26	25	14.44	5.32424402236938	0.955333948135375	0.135532513260841	1.34871804714202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	588	655	572	538	462	365	310	312	359	428	476	586.333333333333	524	329	421	150.84	169.755416666667
1068	0.0313403143525	113	37.13	37.27	37.16	37.6352005004882	26.3677005767822	13.93	25.01	14.22	5.36821222305297	0.901995718479156	0.115247003734112	1.1405416727066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	568	662	587	562	492	382	316	326	370	422	463	581.333333333333	547	341.333333333333	418.333333333333	150.84	172.28
1069	0.160854133098	309	37.14	37.92	37.4	37.5088996887207	25.9405002593994	13.99	24.58	14.36	5.32470893859863	0.760989189147949	0.138244822621346	1.15369546413421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552	647	667	567	565	493	393	338	333	398	467	505	622	541.666666666667	354.666666666667	456.666666666667	158.76	180.21875
1070	0.163333012957	351	37.14	37.92	37.4	37.5088996887207	25.9405002593994	13.97	24.58	14.35	5.32470893859863	0.760989189147949	0.138244822621346	1.15369546413421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552	647	667	567	565	493	393	338	333	398	467	505	622	541.666666666667	354.666666666667	456.666666666667	158.76	180.21875
1071	0.00903600433256	84	37.13	37.27	37.16	37.6352005004882	26.3677005767822	13.92	24.99	14.21	5.36821222305297	0.901995718479156	0.115247003734112	1.1405416727066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	568	662	587	562	492	382	316	326	370	422	463	581.333333333333	547	341.333333333333	418.333333333333	150.84	172.28
1072	0.27600763971	1246	37.14	37.92	37.38	37.5088996887207	25.9405002593994	14.15	24.67	14.47	5.32470893859863	0.760989189147949	0.138244822621346	1.15369546413421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	647	664	559	560	491	392	336	332	401	466	516	621.666666666667	536.666666666667	353.333333333333	461	158.76	180.005833333333
1073	0.19172617249	217	37.34	37.61	37.37	37.5253982543945	26.2247009277343	14.2	24.94	14.4	5.32424402236938	0.955333948135375	0.135532513260841	1.34871804714202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	573	660	575	539	469	365	307	309	356	424	464	582	527.666666666667	327	414.666666666667	150.84	168.934166666667
1074	0.747907444236	2558	37.17	37.33	37.16	37.3307991027832	25.6931991577148	14.59	24.84	14.73	5.2854208946228	0.971701443195343	0.15556338429451	0.966989278793334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	680	683	590	555	493	409	347	350	406	461	564	657.666666666667	546	368.666666666667	477	158.76	187.001666666667
1075	0.378436175728	2046	37.47	37.51	37.31	37.5253982543945	26.2247009277343	14.32	24.88	14.47	5.32424402236938	0.955333948135375	0.135532513260841	1.34871804714202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	597	649	569	535	459	366	310	312	356	436	479	588.333333333333	521	329.333333333333	423.666666666667	150.84	169.937916666667
1076	0.417573717611	2618	37.47	37.51	37.31	37.4263000488281	26.0923995971679	14.3	24.88	14.45	5.32424402236938	0.955333948135375	0.135532513260841	1.34871804714202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	603	649	571	536	457	369	310	313	361	440	482	590.666666666667	521.333333333333	330.666666666667	427.666666666667	150.84	170.667916666667
1077	0.224976600797	629	37.34	37.61	37.37	37.5253982543945	26.2247009277343	14.24	24.98	14.42	5.32424402236938	0.955333948135375	0.135532513260841	1.34871804714202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	578	657	570	539	465	364	309	311	356	429	468	582.666666666667	524.666666666667	328	417.666666666667	150.84	169.08625
1078	0.398427283401	1597	37.18	37.54	37.34	37.4241981506347	25.8180999755859	14.38	24.71	14.59	5.32470893859863	0.760989189147949	0.138244822621346	1.15369546413421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	657	659	571	553	495	399	336	333	411	454	528	625.333333333333	539.666666666667	356	464.333333333333	158.76	181.161666666667
1079	0.117420700327	169	37.4	37.53	37.34	37.6352005004882	26.3677005767822	14.15	25.03	14.39	5.36821222305297	0.901995718479156	0.115247003734112	1.1405416727066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	573	662	578	546	478	371	307	314	363	419	464	583.333333333333	534	330.666666666667	415.333333333333	150.84	170.029166666667
1080	0.262774732021	926	37.39	37.54	37.4	37.5253982543945	26.2247009277343	14.26	24.99	14.44	5.32424402236938	0.955333948135375	0.135532513260841	1.34871804714202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	588	655	572	538	462	365	310	312	359	428	476	586.333333333333	524	329	421	150.84	169.755416666667
1081	0.555707365474	2172	37.18	37.2	37.28	37.4241981506347	25.8180999755859	14.56	24.77	14.7	5.32470893859863	0.760989189147949	0.138244822621346	1.15369546413421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	672	666	572	547	493	398	338	339	416	445	533	639.666666666667	537.333333333333	358.333333333333	464.666666666667	158.76	182.5
1082	0.208874878317	724	37.14	37.92	37.4	37.5088996887207	25.9405002593994	14.1	24.6	14.41	5.32470893859863	0.760989189147949	0.138244822621346	1.15369546413421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552	647	667	567	565	493	393	338	333	398	467	505	622	541.666666666667	354.666666666667	456.666666666667	158.76	180.21875
1083	0.253636948238	966	37.14	37.92	37.38	37.5088996887207	25.9405002593994	14.14	24.66	14.45	5.32470893859863	0.760989189147949	0.138244822621346	1.15369546413421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	647	664	559	560	491	392	336	332	401	466	516	621.666666666667	536.666666666667	353.333333333333	461	158.76	180.005833333333
1087	0.0485240433791	234	37.9	37.69	37.91	37.6242980957031	26.4771003723144	14.45	25.69	14.47	5.28929424285888	0.164409726858139	0.114101253449917	1.93697941303253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605	688	642	631	605	530	415	366	380	424	468	512	645	588.666666666667	387	468	154.06	190.590833333333
1089	1.18792961982	2455	38.16	37.96	38.18	38.0946006774902	25.4132003784179	14.05	24.05	14.23	5.43070650100708	0.236334815621376	0.156701192259789	1.8188772201538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	506	647	601	544	438	327	297	318	369	370	386	524	527.666666666667	314	375	122.64	158.835833333333
1090	0.0842420793504	1534	37.97	37.72	37.94	37.8801002502441	27.0013999938964	14.29	25.5	14.32	5.22799444198608	0.175283074378967	0.0977119877934456	1.78858268260955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	532	586	554	522	414	294	258	288	353	376	410	530.333333333333	496.666666666667	280	379.666666666667	149.3	153.908333333333
1091	0.813272060251	3549	37.99	37.92	37.99	37.7804985046386	26.8048000335693	14.21	25.18	14.37	5.3031792640686	0.146400943398476	0.106724061071873	1.03814089298248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	504	563	536	504	403	284	255	291	363	365	364	497.666666666667	481	276.666666666667	364	121.21	147.764166666667
1092	0.636684104785	1730	37.92	37.91	37.99	37.7929992675781	26.3127994537353	14.01	25.01	14.39	5.43183660507202	0.0934662893414497	0.169247791171074	1.47683250904083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	490	573	556	537	425	319	276	307	373	372	366	493.666666666667	506	300.666666666667	370.333333333333	117.71	152.448333333333
1093	1.22314131789	2058	36.22	36.46	36.21	36.4831008911132	20.3553009033203	17.06	19.53	17.35	5.46981620788574	1.06149804592132	0.194759234786034	1.9516977071762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	772	889	795	815	756	807	724	518	425	455	539	788	788.666666666667	683	473	374.09	249.355833333333
1094	1.19957495941	2106	36.21	36.45	36.22	36.4768981933593	20.4566993713378	16.98	19.54	17.38	5.46981620788574	1.06149804592132	0.194759234786034	1.9516977071762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	783	941	995	887	765	931	837	698	508	580	628	809	882.333333333333	822	572	368.7	281.536666666667
1095	1.17273058416	1762	36.55	36.48	36.35	36.4807014465332	20.9255008697509	16.91	20.34	17.28	5.38841438293457	1.12975013256072	0.145717829465866	2.03900551795959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629	652	854	712	630	598	631	649	608	520	570	595	711.666666666667	646.666666666667	629.333333333333	561.666666666667	368.7	232.626666666667
1097	2.18774498555	3205	36.41	36.556	36.59	36.5522994995117	22.1674003601074	16.83	21.75	17.18	5.35194778442382	1.11201703548431	0.114938080310822	1.99832868576049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	592	696	564	487	466	464	420	363	353	381	436	599.666666666667	505.666666666667	415.666666666667	390	175.42	174.37875
1098	2.68119485644	4290	36.6241	36.5629	36.67	36.5867004394531	22.2956008911132	17.47	22	17.72	5.29071998596191	0.788233816623687	0.106756418943405	1.6910001039505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	508	620	527	445	405	411	382	319	318	355	380	525	459	370.666666666667	351	139.89	155.642083333333
1099	0.979918677525	1757	36.3198	36.43	36.17	36.4709014892578	19.8966007232666	17.06	18.84	17.24	5.55624914169311	1.17320191860198	0.225348904728889	1.77012574672698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759	895	999	877	902	818	980	708	561	439	483	562	884.333333333333	865.666666666667	749.666666666667	494.666666666667	374.09	273.232916666667
1100	0.704773882214	1278	36.3158	36.45	36.16	36.4847984313964	20.1494998931884	17.24	19.43	17.86	5.66763544082641	1.37956058979034	0.279241651296616	1.81558787822723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	857	948	863	698	689	624	586	495	432	427	515	834.666666666667	750	568.333333333333	458	374.09	238.25375
1101	0.988425696589	1772	36.24	36.44	36.26	36.4930000305175	20.5300998687744	17.2	20.05	17.34	5.54318952560424	1.09507143497467	0.238150641322136	1.95282685756683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	764	907	818	664	642	575	545	443	397	424	497	770.666666666667	708	521	439.333333333333	374.09	222.55875
1102	1.36516786776	2119	36.34	36.45	36.24	36.5203018188476	21.4062004089355	16.88	20.63	17.38	5.46981620788574	1.06149804592132	0.194759234786034	1.9516977071762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	760	843	755	652	624	573	541	443	389	414	476	737.666666666667	677	519	426.333333333333	197.85	215.35
1104	0.914456460199	779	36.57	36.55	36.41	36.5057983398437	22.4023990631103	17.75	21.24	17.92	5.42473268508911	0.922643959522247	0.203182801604271	2.25152206420898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763	754	850	643	782	613	578	535	475	402	428	509	789	679.333333333333	529.333333333333	446.333333333333	322.06	223.015
1105	0.394504554552	1612	36.51	36.79	36.47	36.5934982299804	22.961799621582	18.06	21.63	18.16	5.42473268508911	0.922643959522247	0.203182801604271	2.25152206420898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	638	723	577	523	512	487	436	381	365	391	444	637	537.333333333333	434.666666666667	400	259.14	183.32125
1106	0.543732413181	754	36.53	36.54	36.34	36.5605010986328	22.2588996887207	17.77	21.04	17.81	5.39432525634765	1.18979942798614	0.250797629356384	2.9996120929718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694	795	889	702	607	603	564	609	488	456	459	533	792.666666666667	637.333333333333	553.666666666667	482.666666666667	259.14	225.052916666667
1107	0.58753277512	873	36.3	36.5	36.27	36.5194015502929	21.7656002044677	17.68	21.26	17.94	5.39432525634765	1.18979942798614	0.250797629356384	2.9996120929718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763	810	891	709	616	646	656	823	542	492	504	572	821.333333333333	657	673.666666666667	522.666666666667	259.14	244.063333333333
1109	0.629753890568	127	28.11	29.4412	27.42	28.9829998016357	8.45701026916503	0.02809	8.7	0.85731	7.64447593688964	6.00881433486938	0.78794640302658	3.93001818656921	99.0860516778	99.9097758326	99.9517413172	97.533448318	81.732706925	55.2213964462	16.7447068773	1.29248275428	0	0.0875862055811	12.1343619741	75.0582585499	53.2293764065	6.82	0	8	19	51	607	1091	1264	1245	884	429	0	0	9	583	1131	143	185.37	170.2725
1110	1.52109825031	158	28.39	30.6002	28.61	30.312400817871	7.75469017028808	-0.90901	6.56	-0.70571	7.64544057846069	4.70334482192993	0.880491077899932	3.64969825744628	98.5331035482	99.8955000516	99.7488966317	99.2978102585	95.7590863458	77.0250516431	23.7651035375	2.02875855873	0	0	14.5671380059	86.3632931545	58.081978478	7.08	0	12	81	102	97	780	1021	957	596	277	0	0	31	326.333333333333	858	92.3333333333333	143.11	119.324583333333
1111	2.07691074254	184	28.87	31.6659	29.39	31.3771991729736	7.38720989227294	-0.73061	6.63	-0.1199	7.7096209526062	4.04942321777343	0.853667795658111	3.60027527809143	98.700517194	99.7881206644	99.5431034483	99.4113448571	99.1950345533	90.6518621774	31.4511377154	1.59553450552	0	0.159879306267	21.8436206127	90.3332588919	61.0561178272	7.56	0	0	29	54	120	607	634	637	423	215	0	0	9.66666666666667	260.333333333333	564.666666666667	71.6666666666667	82.84	82.7029166666667
1112	2.73702383608	198	28.57	31.9723	28.12	31.7553005218505	6.75921010971069	0.88739	6.14	0.99909	7.80641317367553	3.47697281837463	0.774634540081024	3.58349061012268	98.9513620837	99.7647240737	99.5596723885	99.5314139004	99.2918274978	89.4779998516	27.2251546794	1.13532757759	0	0.12899999783	24.8547585586	90.6333449134	60.8795487935	7.48	0	0	21	70	115	531	636	576	416	224	0	0	7	238.666666666667	542.666666666667	74.6666666666667	73.65	78.74875
1113	2.73702383608	198	28.57	31.9723	28.12	31.7553005218505	6.75921010971069	0.88739	6.14	0.99909	7.80641317367553	3.47697281837463	0.774634540081024	3.58349061012268	98.9513620837	99.7647240737	99.5596723885	99.5314139004	99.2918274978	89.4779998516	27.2251546794	1.13532757759	0	0.12899999783	24.8547585586	90.6333449134	60.8795487935	7.48	0	0	21	70	115	531	636	576	416	224	0	0	7	238.666666666667	542.666666666667	74.6666666666667	73.65	78.74875
1114	2.05249893491	129	28.89	31.2235	29.13	31.1928997039794	6.36608982086181	3.0096	5.57	3.0882	7.91381645202636	4.04168558120727	0.795667350292205	3.5942747592926	99.2975517799	99.6674137773	99.7298620816	99.4679827197	97.4629312713	78.3007763172	19.345241448	0.967482739481	0	0.469362061599	27.9274137596	91.8652931082	59.541775922	7.32	0	0	22	59	494	635	636	558	398	217	0	0	7.33333333333333	396	530.666666666667	72.3333333333333	75.09	91.8279166666667
1115	1.25949350804	106	28.51	30.4969	29.66	30.4946002960205	6.60708999633789	4.7158	6.12	4.73919	7.98191308975219	4.57951354980468	0.806856453418731	3.60569834709167	99.2997240527	99.4841378311	99.7482931203	98.9077068197	92.1342756994999	64.7978623653	18.1368103356	1.51791375259	0	1.30939657113	36.1668448777	93.5587932981	58.7551465603	7.36	0	7	21	49	163	545	620	631	461	251	0	0	9.33333333333333	252.333333333333	570.666666666667	83.6666666666667	95.02	83.585
1116	0.75503451321	423.023010253906	29	30.9804	29.44	30.9778995513916	0.290789991617203	0.3518	0.74	0.35279	7.95385789871215	2.61313343048095	0.830875813961029	3.46189999580383	99.7413793103	99.8359138226	99.6528621542	99.1684309861	97.820758425	89.559189632	64.6545690997	31.286362163	12.8856897272	14.4885862531	67.1752066777	98.5452758526	72.901185342	8.84	0	13	23	70	278	314	559	471	295	161	0	0	12	220.666666666667	441.666666666667	53.6666666666667	91.44	66.43
1117	0.35511913582	243	29.63	31.8316	29.7	31.636999130249	3.35018992424011	-1.74147	2.68	-1.73041	8.04253482818603	4.31674289703369	0.916998386383056	3.69448089599609	99.0293793514	99.6059828133	99.3544999484	97.6620343965	93.5458449002	77.5514656593	31.525930939	5.15841394457	0	1.11265517925	29.6730517355	85.8999312828	60.0099325125	7.06	0	9	21	211	181	869	1066	988	646	309	0	0	10	420.333333333333	900	103	138.47	130.791666666667
1118	0.468622012651	230	32.4	31.8348	32.3	31.5111007690429	1.83001005649566	-1.74166	1.45	-1.7233	8.04253482818603	4.31674289703369	0.916998386383056	3.69448089599609	97.8455689529	99.4020344964	99.1698274284	93.4596722044	75.0274826576	52.5131725443	18.6636724061	2.80484485626	0	0.532637941426	21.9200689299	80.6368278635	53.4979841901	7.06	0	9	25	195	236	701	751	571	396	168	0	0	11.3333333333333	377.333333333333	572.666666666667	56	119.05	92.8316666666667
1119	0.14264598083	179	29.1	31.8256	29.54	31.6319007873535	3.7152099609375	-1.74113	3	-1.72701	8.04253482818603	4.31674289703369	0.916998386383056	3.69448089599609	99.3942241011	99.7114310429	99.4328619858	97.9990863142	94.8311376901	83.5043271163	31.65079324	5.80215519872	1.03448282439	1.17194830138	34.2402067678	89.1727755316	61.4954525095	7.06	0	9	21	211	193	972	1139	1021	637	319	0	0	10	458.666666666667	932.333333333333	106.333333333333	138.47	137.544166666667
1120	0.593428778542	285	30.61	32.0235	30.56	31.994400024414	1.77918994426727	-1.04211	1.73	-0.86051	7.949951171875	4.31384468078613	1.01039278507232	3.62606310844421	99.6591206255	99.7757414456	99.6892241116	98.6862754822	96.321655405	79.3388102301	29.5746897665	11.3250345362	6.9220001122	9.02196557768	58.3443790304	96.6987933455	65.446474139	8.32	0	8	47	87	119	749	697	530	278	142	0	0	18.3333333333333	318.333333333333	501.666666666667	47.3333333333333	105.88	80.8170833333333
1121	0.0441508708594	57	19.36	24.01	18.85	27.2282009124755	14.4065999984741	6.76321	15.07	6.93831	6.50244379043579	3.45506191253662	0.738335072994232	15.1913270950317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	921	1122	1932	3191	3633	3883	2768	1519	1081	796	571	920.333333333333	2918.66666666667	2723.33333333333	816	586.21	673.272916666667
1122	0.039338789565	71	18.93	23.91	18.09	27.2282009124755	14.4065999984741	6.76321	15.23	6.93831	6.50244379043579	3.45506191253662	0.738335072994232	15.1913270950317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	921	1122	1932	3191	3633	3883	2768	1519	1081	796	571	920.333333333333	2918.66666666667	2723.33333333333	816	586.21	673.272916666667
1123	0.0289599152219	108	18.62	23.8	17.85	27.3360004425048	14.5120000839233	6.2	15.27	6.85	6.50244379043579	3.45506191253662	0.738335072994232	15.1913270950317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	921	1122	1932	3191	3633	3883	2768	1519	1081	796	571	920.333333333333	2918.66666666667	2723.33333333333	816	586.21	673.272916666667
1124	0.0865041762738	187	20.38	24.79	19.99	27.2282009124755	14.4065999984741	6.76321	15.12	6.93831	6.50244379043579	3.45506191253662	0.738335072994232	15.1913270950317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	921	1122	1932	3191	3633	3883	2768	1519	1081	796	571	920.333333333333	2918.66666666667	2723.33333333333	816	586.21	673.272916666667
1125	0.0950974008873	215	19.78	24.25	19.29	27.2282009124755	14.4065999984741	6.76321	15.13	6.93831	6.50244379043579	3.45506191253662	0.738335072994232	15.1913270950317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	921	1122	1932	3191	3633	3883	2768	1519	1081	796	571	920.333333333333	2918.66666666667	2723.33333333333	816	586.21	673.272916666667
